StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Demographic_Q1,Demographic_Q2,Demographic_Q3,Demographic_Q4,Demographic_Q5,Demographic_Q6,WHO_Q1,WHO_Q2,WHO_Q3,WHO_Q4,WHO_Q5,PEB_Q1,PEB_Q2,PEB_Q3,PEB_Q4,PEB_Q5,PEB_Q6,PEB_Q7,PEB_Q8,PEB_Q9,PEB_Q10,PEB_Q11,PEB_Q12,PEB_Q13,NR_Q1,NR_Q2,NR_Q3,NR_Q4,NR_Q5,NR_Q6,NR_Q7,NR_Q8,NR_Q9,NR_Q10,NR_Q11,NR_Q12,NR_Q13,NR_Q14,NR_Q15,NR_Q16,NR_Q17,NR_Q18,NR_Q19,NR_Q20,NR_Q21
12/12/2023 18:56,12/12/2023 19:06,94,562,FALSE,19/12/2023 19:07,R_3Pt7oIZIfOCl2Aq,51,Woman,Rural area,Employed,4,3 hours,Most of the time,Most of the time,More than half of the time,More than half of the time,All the time,Occasionally,Rarely,Often,Never,Often,Occasionally,Very often,Very often,Occasionally,Occasionally,Very often,Often,Often,Agree a little,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Agree a little
12/12/2023 20:38,12/12/2023 20:47,94,523,FALSE,19/12/2023 20:47,R_2EavpanyxwkdS2O,55,Man,Suburb near a large city,Business owner,7,Over 6 hours,All the time,Most of the time,Most of the time,Most of the time,All the time,Occasionally,Occasionally,Often,Never,Never,Never,Often,Occasionally,Occasionally,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
12/12/2023 23:17,12/12/2023 23:23,94,333,FALSE,19/12/2023 23:23,R_3I4kdJrX7dNnmtH,57,Woman,Small city or town,Employed,3,Over 6 hours,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Occasionally,Never,Often,Occasionally,Often,Rarely,Often,Never,Never,Never,Often,Often,Often,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
13/12/2023 02:18,13/12/2023 02:23,94,337,FALSE,20/12/2023 02:23,R_1dKpAs4kEi1IWLL,56,Woman,Suburb near a large city,Carer,2,5 hours,More than half of the time,More than half of the time,More than half of the time,Some of the time,More than half of the time,Never,Never,Very often,Never,Often,Occasionally,Often,Never,Never,Never,Occasionally,Never,Occasionally,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly
20/12/2023 13:41,20/12/2023 13:51,100,559,TRUE,20/12/2023 13:51,R_4gdtnqyIcrtnCE2,27,Woman,Large city,Student,1,Over 6 hours,Most of the time,More than half of the time,Most of the time,More than half of the time,All the time,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Often,Very often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
13/12/2023 14:50,13/12/2023 14:54,94,233,FALSE,20/12/2023 14:54,R_33frjrW1D7XHs3U,59,Woman,Rural area,Self-employed,2,4 hours,Less than half of the time,Some of the time,Some of the time,More than half of the time,Some of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Very often,Never,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly
13/12/2023 15:47,13/12/2023 15:51,94,242,FALSE,20/12/2023 15:51,R_3PNQhTQR4VNNVKG,19,Woman,Suburb near a large city,Student,4,2 hours,Some of the time,More than half of the time,More than half of the time,More than half of the time,At no time,Occasionally,Occasionally,Rarely,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Very often,Often,Rarely,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly
14/12/2023 17:29,14/12/2023 17:36,94,395,FALSE,21/12/2023 17:36,R_2erU3iV7k4Zw3bg,57,Woman,Small city or town,Off-gridder,2,Over 6 hours,Less than half of the time,More than half of the time,Less than half of the time,More than half of the time,Some of the time,Rarely,Never,Occasionally,Never,Occasionally,Occasionally,Rarely,Never,Rarely,Occasionally,Very often,Very often,Very often,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree strongly
14/12/2023 23:51,14/12/2023 23:55,94,213,FALSE,21/12/2023 23:55,R_30TlxlKHSbHs7xS,28,Non-binary,Small city or town,Employed,0,Over 6 hours,Some of the time,Some of the time,Some of the time,At no time,At no time,Occasionally,Never,Very often,Very often,Occasionally,Never,Often,Rarely,Never,Never,Very often,Very often,Very often,Agree a little,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
22/12/2023 10:40,22/12/2023 10:45,100,287,TRUE,22/12/2023 10:45,R_2kuAPLiJc6pGyHo,42,Woman,Large city,Employed,3,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,More than half of the time,Occasionally,Occasionally,Often,Occasionally,Often,Occasionally,Often,Occasionally,Occasionally,Never,Very often,Very often,Very often,Agree strongly,Agree a little,Disagree strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree strongly
24/12/2023 13:01,24/12/2023 13:04,100,195,TRUE,24/12/2023 13:04,R_1FyxrvQ5d3xicPZ,18,Woman,Rural area,Student,3,Over 6 hours,Most of the time,Most of the time,Some of the time,Some of the time,More than half of the time,Very often,Often,Very often,Often,Often,Often,Very often,Often,Often,Very often,Very often,Very often,Very often,Agree strongly,Disagree a little,Disagree strongly,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Disagree strongly,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
24/12/2023 13:50,24/12/2023 13:55,100,300,TRUE,24/12/2023 13:55,R_1O7CWpyWvrtpFmx,18,Man,Large city,Student,0,Over 6 hours,Some of the time,Some of the time,Some of the time,At no time,Some of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,Often,Occasionally,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little
19/12/2023 09:34,19/12/2023 09:41,94,400,FALSE,26/12/2023 09:41,R_28X3e3IZvqFRqG5,50,Prefer not to say,Rural area,Traveller,,Over 6 hours,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,Less than half of the time,Occasionally,Never,Rarely,Never,Occasionally,Never,Often,Often,Never,Often,Very often,Often,Often,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly
28/12/2023 11:53,28/12/2023 12:00,100,399,TRUE,28/12/2023 12:00,R_6nAu4OOCg09AvwA,43,Man,Small city or town,Self-employed,6,4 hours,More than half of the time,More than half of the time,Most of the time,Most of the time,Less than half of the time,Never,Never,Never,Never,Never,Rarely,Often,Rarely,Never,Never,Very often,Very often,Often,Agree a little,Disagree strongly,Disagree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree a little,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Agree a little
03/01/2024 09:29,03/01/2024 09:40,100,625,TRUE,03/01/2024 09:40,R_3L7RpBvqpDDW4Ds,37,Woman,Small city or town,Student,2,5 hours,More than half of the time,Most of the time,More than half of the time,Less than half of the time,More than half of the time,Never,Never,Rarely,Never,Never,Rarely,Occasionally,Occasionally,Never,Never,Very often,Often,Occasionally,Agree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little
03/01/2024 12:52,03/01/2024 12:58,100,339,TRUE,03/01/2024 12:58,R_52cXWZk1NiC8Llf,31,Man,Large city,Student,4,Over 6 hours,Most of the time,Most of the time,More than half of the time,Most of the time,Most of the time,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Rarely,Occasionally,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little
03/01/2024 13:52,03/01/2024 13:59,100,406,TRUE,03/01/2024 13:59,R_5ExQeVwznFYSaA2,19,Woman,Large city,Student,0,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Rarely,Rarely,Very often,Very often,Often,Rarely,Often,Occasionally,Never,Never,Very often,Very often,Very often,Agree strongly,Disagree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly
08/01/2024 15:03,08/01/2024 15:07,100,244,TRUE,08/01/2024 15:07,R_2jK8vUGwwnMSzKI,18,Man,Small city or town,Student,,Over 6 hours,Most of the time,All the time,All the time,Most of the time,All the time,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Very often,Very often,Often,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree strongly
08/01/2024 16:03,08/01/2024 16:08,100,290,TRUE,08/01/2024 16:08,R_2rojUwSzcOmhhxD,19,Woman,Large city,Student,2,5 hours,More than half of the time,Less than half of the time,Less than half of the time,Most of the time,Less than half of the time,Rarely,Never,Occasionally,Rarely,Often,Rarely,Occasionally,Rarely,Rarely,Occasionally,Very often,Often,Often,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree
08/01/2024 19:41,08/01/2024 19:50,100,508,TRUE,08/01/2024 19:50,R_8IWnyXw2OSA9tm1,18,Woman,Large city,Student,3,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,More than half of the time,More than half of the time,Rarely,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Very often,Very often,Often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree
08/01/2024 19:52,08/01/2024 20:01,100,528,TRUE,08/01/2024 20:01,R_2wi7JZcm1Pv7fhE,18,Woman,Large city,Student,3,Over 6 hours,More than half of the time,More than half of the time,Some of the time,Less than half of the time,More than half of the time,Rarely,Rarely,Rarely,Never,Often,Rarely,Occasionally,Occasionally,Never,Rarely,Very often,Very often,Very often,Agree a little,Disagree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
09/01/2024 12:20,09/01/2024 12:25,100,299,TRUE,09/01/2024 12:25,R_2NVX2bQg778jM0e,22,Woman,Large city,Student,5,5 hours,Less than half of the time,Some of the time,More than half of the time,More than half of the time,More than half of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Very often,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree
11/01/2024 13:03,11/01/2024 13:08,100,315,TRUE,11/01/2024 13:08,R_67pWCUfdosORS0l,19,Woman,Rural area,Student,7,4 hours,Less than half of the time,Some of the time,More than half of the time,Less than half of the time,More than half of the time,Never,Never,Occasionally,Never,Rarely,Occasionally,Never,Never,Never,Rarely,Often,Often,Often,Disagree a little,Disagree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Disagree a little
11/01/2024 18:17,11/01/2024 18:20,100,169,TRUE,11/01/2024 18:20,R_8r98SIMyYf0I0aM,18,Woman,Small city or town,Student,3,Over 6 hours,Most of the time,Most of the time,More than half of the time,Less than half of the time,Most of the time,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree
14/01/2024 17:34,14/01/2024 17:40,100,337,TRUE,14/01/2024 17:40,R_2QuqVEPgvI1jQPI,18,Woman,Suburb near a large city,Student,3,Over 6 hours,More than half of the time,More than half of the time,Less than half of the time,Some of the time,Some of the time,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Occasionally,Often,Occasionally,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree strongly,Agree a little
15/01/2024 09:36,15/01/2024 09:41,100,262,TRUE,15/01/2024 09:41,R_1ClMMiwMxFHmi21,18,Woman,Small city or town,Student,7,Over 6 hours,Most of the time,Most of the time,More than half of the time,Some of the time,Most of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Occasionally,Occasionally,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little
15/01/2024 12:13,15/01/2024 12:17,100,277,TRUE,15/01/2024 12:18,R_4lfAQrI4hCmYys8,18,Woman,Rural area,Student,,2 hours,Most of the time,Most of the time,More than half of the time,At no time,Some of the time,Rarely,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Very often,,Never,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree
15/01/2024 13:12,15/01/2024 13:17,100,288,TRUE,15/01/2024 13:17,R_3B8MoGuiZ2hRYgV,18,Woman,Small city or town,Student,0,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,Some of the time,Most of the time,Never,Rarely,Rarely,Never,Never,Never,Occasionally,Occasionally,Never,Never,Often,Often,Often,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree
15/01/2024 19:28,15/01/2024 19:32,100,231,TRUE,15/01/2024 19:32,R_2rvjx2Xl20IplCa,18,Woman,Large city,Student,2,5 hours,Most of the time,More than half of the time,More than half of the time,Less than half of the time,Most of the time,Occasionally,Rarely,Often,Often,Often,Rarely,Very often,Rarely,Never,Rarely,Often,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree a little,Agree strongly,Agree strongly
15/01/2024 19:32,15/01/2024 19:37,100,288,TRUE,15/01/2024 19:37,R_40TUO8oyMDN3TYL,18,Woman,Suburb near a large city,Student,,4 hours,Most of the time,Most of the time,More than half of the time,More than half of the time,Most of the time,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,Often,Occasionally,Occasionally,Occasionally,Very often,Very often,Very often,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little
16/01/2024 10:55,16/01/2024 10:59,100,246,TRUE,16/01/2024 10:59,R_3dXuGEN6LFakRg4,18,Woman,Large city,Student,,Over 6 hours,Most of the time,More than half of the time,Most of the time,Most of the time,More than half of the time,Never,Never,Often,Rarely,Rarely,Often,Rarely,Occasionally,Never,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree a little
16/01/2024 17:41,16/01/2024 17:48,100,399,TRUE,16/01/2024 17:48,R_1AM5UCkxjYwWTkw,17,Woman,Small city or town,Student,2,4 hours,More than half of the time,Most of the time,Most of the time,More than half of the time,Less than half of the time,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Occasionally,Never,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
17/01/2024 13:11,17/01/2024 13:16,100,332,TRUE,17/01/2024 13:16,R_2mhr5iryxhyQTpN,18,Man,Large city,Student,0,Over 6 hours,All the time,Most of the time,Most of the time,Most of the time,Most of the time,Rarely,Never,Never,Never,Rarely,Never,Occasionally,Never,Never,Never,Very often,Very often,Very often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,Disagree a little
17/01/2024 15:54,17/01/2024 16:00,100,370,TRUE,17/01/2024 16:00,R_8HTTKSOt1SmCUAk,18,Woman,Small city or town,Student,6,4 hours,Most of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Rarely,Never,Rarely,Never,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Never,Very often,Often,Very often,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree
18/01/2024 10:38,18/01/2024 10:44,100,372,TRUE,18/01/2024 10:44,R_2JJIvof9K9nHR20,18,Woman,Large city,Student,1,Over 6 hours,Some of the time,Less than half of the time,Some of the time,At no time,More than half of the time,Occasionally,Never,Often,Never,Never,Rarely,Often,Occasionally,Rarely,Rarely,Very often,Very often,Very often,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
18/01/2024 20:18,18/01/2024 20:23,100,346,TRUE,18/01/2024 20:23,R_7jJezloB2naB1Zv,18,Woman,Suburb near a large city,Student,5,Over 6 hours,More than half of the time,Some of the time,Less than half of the time,Some of the time,Most of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Occasionally,Disagree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree
21/01/2024 14:54,21/01/2024 15:01,100,421,TRUE,21/01/2024 15:01,R_2uDUBOOJCNdCCqt,18,Woman,Rural area,Student,4,4 hours,Less than half of the time,More than half of the time,Less than half of the time,Most of the time,Less than half of the time,Rarely,Rarely,Never,Never,Occasionally,Rarely,Occasionally,Often,Never,Occasionally,Very often,Very often,Occasionally,Agree a little,Disagree strongly,Disagree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree
22/01/2024 15:48,22/01/2024 15:54,100,354,TRUE,22/01/2024 15:54,R_2amfEWCR4yCKIqs,46,Woman,Suburb near a large city,Employed,2,Over 6 hours,More than half of the time,Less than half of the time,Some of the time,Some of the time,More than half of the time,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very often,Very often,Occasionally,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree a little
23/01/2024 15:36,23/01/2024 15:45,100,537,TRUE,23/01/2024 15:45,R_2ZU2B8unQ8EXll8,51,Man,Large city,Employed,1,2 hours,More than half of the time,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Very often,Very often,Often,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little
24/01/2024 17:09,24/01/2024 17:14,100,316,TRUE,24/01/2024 17:14,R_2IWtedQTpL9RO1D,21,Woman,Suburb near a large city,Student,3,30 minutes - 1 hour,Less than half of the time,Less than half of the time,Some of the time,Less than half of the time,Some of the time,Never,Never,Occasionally,Never,Rarely,Never,Never,Occasionally,Never,Never,Very often,Very often,Often,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree
18/01/2024 20:30,18/01/2024 20:39,94,498,FALSE,25/01/2024 20:39,R_6mfL03ehIiFTKpf,25,Woman,Large city,Student,,Over 6 hours,Most of the time,Most of the time,Most of the time,Less than half of the time,More than half of the time,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Occasionally,Rarely,Occasionally,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little
